Is Duplicate Row?,Table Names,Item_Outlet_Sales,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
Duplicate,Store_Train_Forecast_Class.csv,4586.0304,NCN06,8.39,Low Fat,0.120396991,Household,163.4868,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4586.0304,FDQ39,14.8,Low Fat,0.081026811,Meat,190.0846,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5747.1856,FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5942.265,FDD17,7.5,Low Fat,0.032677678,Frozen Foods,239.0906,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1761.041,FDL43,10.1,Low Fat,0.027059264,Meat,76.467,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3038.7112,FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3038.7112,FDG34,11.5,Regular,0.037539164,Snack Foods,106.9254,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3038.7112,DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218.0508,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1947.465,FDX16,17.85,Low Fat,0.065797601,Frozen Foods,147.805,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1947.465,NCG42,19.2,Low Fat,0.041227831,Household,129.831,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1947.465,FDT23,7.72,Regular,0.074731477,Breads,77.5986,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2656.542,FDZ10,17.85,Low Fat,0.04453262,Snack Foods,127.202,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2656.542,FDF21,10.3,Regular,0.058778429,Fruits and Vegetables,187.853,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2656.542,NCB18,19.6,Low Fat,0.041355366,Household,88.7514,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2656.542,FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.718,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,5752.512,FDK33,17.85,Low Fat,0.011233126,Snack Foods,211.556,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2693.8268,NCW53,18.35,Low Fat,0.030542489,Health and Hygiene,193.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2693.8268,FDO24,11.1,Low Fat,0.176215665,Baking Goods,158.8604,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2693.8268,NCL29,9.695,Low Fat,0.113917889,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2693.8268,NCS53,14.5,Low Fat,0.089778187,Health and Hygiene,158.4604,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,829.5868,NCB55,15.7,Low Fat,0.161317495,Household,57.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,829.5868,FDN10,11.5,Low Fat,0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,829.5868,NCB55,15.7,Low Fat,0.160663021,Household,59.4562,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,986.7156,NCO29,11.15,Low Fat,0.032306341,Health and Hygiene,166.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,986.7156,DRO59,11.8,Low Fat,0.054238448,Hard Drinks,75.4012,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,986.7156,DRE15,13.35,Low Fat,0,Dairy,77.6012,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3599.3148,FDY26,20.6,Regular,0.030504756,Dairy,212.6244,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,716.4008,FDW49,19.5,Low Fat,0.082552214,Canned,179.8002,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2402.2064,FDJ40,13.6,Regular,0.049547993,Frozen Foods,108.6912,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2402.2064,FDQ16,19.7,Low Fat,0.041730507,Frozen Foods,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,691.1004,FDI32,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1803.6522,DRC25,5.73,Low Fat,0.045334098,Soft Drinks,87.0882,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3323.0078,FDX32,15.1,Regular,0.100265027,Fruits and Vegetables,142.5786,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3323.0078,FDN56,5.46,Regular,0.107223632,Fruits and Vegetables,144.8786,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4514.124,FDB23,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4514.124,FDQ33,13.35,Low Fat,0.091189915,Snack Foods,149.3708,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2181.8266,FDK48,7.445,Low Fat,0,Baking Goods,76.8354,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3325.0052,NCP06,20.7,Low Fat,0.039306822,Household,150.7366,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3325.0052,FDM24,6.135,Regular,0.079312367,Baking Goods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1984.084,FDB59,18.25,Low Fat,0.015341139,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2209.1244,DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4016.1056,DRB24,8.785,Low Fat,0.020609218,Soft Drinks,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4625.9784,FDY55,16.75,Low Fat,0,Fruits and Vegetables,255.3988,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,468.7232,NCR18,15.85,Low Fat,0.020487625,Household,44.0112,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1454.1072,FDQ21,21.25,Low Fat,0.01945343,Snack Foods,120.8756,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1454.1072,NCY53,20,Low Fat,0,Health and Hygiene,110.2544,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1454.1072,FDN12,15.6,Low Fat,0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1054.6272,FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1054.6272,NCN07,18.5,Low Fat,0.033944698,Others,129.9284,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1054.6272,FDS47,16.75,Low Fat,0.129086113,Breads,89.4856,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1054.6272,FDN27,20.85,Low Fat,0,Meat,115.1808,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1054.6272,FDA40,16,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2137.8838,FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2137.8838,NCX42,6.36,Low Fat,0.00597362,Household,164.5526,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1258.362,FDH16,10.5,Low Fat,0.052511611,Frozen Foods,90.783,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1258.362,FDM57,11.65,Regular,0.075834825,Snack Foods,82.9908,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1258.362,NCF30,17,Low Fat,0.126220187,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1258.362,NCI06,11.3,Low Fat,0.047912071,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1258.362,NCM07,9.395,Low Fat,0.039928582,Others,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1258.362,FDP45,15.7,Regular,0.030624844,Snack Foods,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2646.555,FDR23,15.85,Low Fat,0.081719458,Breads,178.037,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3813.7024,DRF60,10.8,Low Fat,0.052149675,Soft Drinks,239.9564,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1102.5648,DRG15,6.13,Low Fat,0,Dairy,60.1536,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1102.5648,FDA07,7.55,Regular,0.030918873,Fruits and Vegetables,123.9072,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1102.5648,FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1102.5648,FDY35,17.6,Regular,0.016092971,Breads,45.8402,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1102.5648,FDT03,21.25,Low Fat,0.010039493,Meat,181.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1596.5884,DRF13,12.1,Low Fat,0.029781363,Soft Drinks,146.9444,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1596.5884,FDW12,8.315,Regular,0.035542581,Baking Goods,143.3444,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1596.5884,FDN23,6.575,Regular,0.075507758,Breads,146.4444,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2906.217,FDU40,20.85,Low Fat,0.037403973,Frozen Foods,192.5478,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3471.4812,FDT55,13.6,Regular,0.043646901,Fruits and Vegetables,155.7946,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4474.176,FDZ03,13.65,Regular,0.078909166,Dairy,186.724,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4474.176,FDK33,17.85,Low Fat,0.0112259,Snack Foods,211.956,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3972.8286,FDF10,15.5,Regular,0.156797787,Snack Foods,148.6418,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4207.856,FDF05,17.5,Low Fat,0.026980351,Frozen Foods,262.591,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,4207.856,FDF05,17.5,Low Fat,0.026865809,Frozen Foods,261.691,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4207.856,FDK40,7.035,Low Fat,0.021849398,Frozen Foods,262.091,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4207.856,NCB31,6.235,Low Fat,0.118651919,Household,263.991,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,600.5516,FDT45,15.85,Low Fat,0.057302606,Snack Foods,53.3956,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2865.6032,FDW49,19.5,Low Fat,0.082483516,Canned,179.2002,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3910.9092,NCJ18,12.35,Low Fat,0.163805509,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1981.4208,FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1981.4208,FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2171.8396,FDV01,19.2,Regular,0.085082648,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4165.2448,FDB17,13.15,Low Fat,0.036672107,Frozen Foods,182.5976,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4165.2448,FDT16,9.895,Regular,0.048860587,Frozen Foods,260.2278,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,4165.2448,FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4165.2448,DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,4165.2448,FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4165.2448,DRM11,6.57,Low Fat,0.066069578,Hard Drinks,261.0278,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5635.3312,NCL42,18.85,Low Fat,0.040434372,Household,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1278.336,FDG38,8.975,Regular,0,Canned,84.9224,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1278.336,FDJ14,10.3,Regular,0.050070476,Canned,77.896,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1278.336,NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1278.336,NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1278.336,FDX60,14.35,Low Fat,0.080922439,Baking Goods,80.096,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1278.336,DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1278.336,FDW08,12.1,Low Fat,0.14825809,Fruits and Vegetables,108.428,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1278.336,NCB06,17.6,Low Fat,0.08226356,Health and Hygiene,160.492,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1340.2554,FDU04,7.93,Low Fat,0.005547386,Frozen Foods,121.5414,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,751.0224,FDB51,6.92,Low Fat,0.038446805,Dairy,63.5852,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,765.67,FDL43,10.1,Low Fat,0.027064381,Meat,76.367,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,765.67,DRG01,14.8,Low Fat,0.04487828,Soft Drinks,75.467,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1788.3388,NCC07,19.6,Low Fat,0.02394662,Household,106.9964,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2620.5888,NCN06,8.39,Low Fat,0.120497266,Household,162.2868,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2790.3678,NCZ06,19.6,Low Fat,0.094083303,Household,252.2698,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4301.068,FDH41,9,Low Fat,0.081996013,Frozen Foods,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6331.758,FDI20,19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,6331.758,FDX39,14.3,Regular,0.04975339,Meat,210.3586,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,663.1368,FDO44,12.6,Low Fat,0.087436672,Fruits and Vegetables,109.9228,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,663.1368,FDS25,6.885,Regular,0.14057889,Canned,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,663.1368,FDX50,20.1,Low Fat,0.074565098,Dairy,111.3228,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,663.1368,FDV07,9.5,Low Fat,0.031331581,Fruits and Vegetables,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,663.1368,FDQ07,15.1,Regular,0.087406863,Fruits and Vegetables,221.8456,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5182.5872,FDA21,13.65,Low Fat,0.036107198,Snack Foods,184.4924,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,556.6088,FDP36,10.395,Regular,0,Baking Goods,51.4008,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2227.101,FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2227.101,FDV09,12.1,Low Fat,0.020652362,Snack Foods,149.5734,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3358.2952,FDF04,17.5,Low Fat,0,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4078.025,FDR28,13.85,Regular,0.025896485,Frozen Foods,165.021,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1448.7808,FDW25,5.175,Low Fat,0.037457098,Canned,83.4224,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4380.2982,FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4380.2982,FDK28,5.695,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,785.644,FDV48,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,785.644,FDS27,10.195,Regular,0.012477512,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,785.644,FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1488.7288,NCG55,16.25,Low Fat,0.039113587,Household,116.0176,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1488.7288,FDB29,16.7,Regular,0.052401766,Frozen Foods,115.1176,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1488.7288,FDB29,16.7,Regular,0.052625179,Frozen Foods,113.4176,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1488.7288,FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2978.1234,DRD24,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4781.7756,FDX35,5.035,Regular,0,Breads,228.2036,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4781.7756,DRI03,6.03,Low Fat,0.022703693,Dairy,177.9028,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4379.6324,FDK25,11.6,Regular,0.156802171,Breakfast,168.0474,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,4379.6324,FDR35,12.5,Low Fat,0.020693809,Breads,199.1742,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5768.4912,FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1494.0552,FDQ31,5.785,Regular,0.053802405,Fruits and Vegetables,85.9856,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1494.0552,FDB04,11.35,Regular,0.063173691,Dairy,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1494.0552,FDS47,16.75,Low Fat,0.12888573,Breads,87.6856,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1494.0552,FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1494.0552,FDB04,11.35,Regular,0.063226306,Dairy,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1516.6924,FDY50,5.8,Low Fat,0.130931048,Dairy,89.9172,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1516.6924,FDL38,13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2925.5252,FDB11,16,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5645.984,FDR23,15.85,Low Fat,0.082120687,Breads,177.437,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1561.9668,FDN48,13.35,Low Fat,0.064938448,Baking Goods,90.0804,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1561.9668,FDL25,6.92,Regular,0.131128467,Breakfast,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2914.8724,NCS29,9,Low Fat,0.069653585,Health and Hygiene,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2914.8724,FDS13,6.465,Low Fat,0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2
